,player,team,age,position,Mins,Passing Accuracy,,league,season
2467,Morgan Sanson,Nice,29,M(CLR),1978,84.1,,FRA-Ligue 1,2324
2468,Jonathan Gradit,Lens,31,D(CR),2122,86.5,,FRA-Ligue 1,2324
2469,Bradley Barcola,Lyon,21,"AM(LR),FW",270,77.8,,FRA-Ligue 1,2324
2470,Nabil Alioui,Le Havre,25,AM(C),1018,69,,FRA-Ligue 1,2324
2471,Beraldo,PSG,20,D(CL),1011,89.9,,FRA-Ligue 1,2324
2472,Lovro Majer,Rennes,26,AM(CR),16,86.7,,FRA-Ligue 1,2324
2473,Rémy Cabella,Lille,34,"M(CLR),FW",1468,84.5,,FRA-Ligue 1,2324
2474,Quentin Merlin,Nantes,22,"D(L),M(L)",1289,76.7,,FRA-Ligue 1,2324
2475,Yvon Mvogo,Lorient,30,GK,3060,72,,FRA-Ligue 1,2324
2476,Krépin Diatta,Monaco,25,"D(R),M(CLR),FW",1196,78.6,,FRA-Ligue 1,2324
2477,Marshall Munetsi,Reims,28,"D(C),M(C)",2180,72,,FRA-Ligue 1,2324
2478,Arnaud Kalimuendo,Rennes,22,FW,2154,82.7,,FRA-Ligue 1,2324
2479,Jordan Veretout,Marseille,31,M(C),2184,84,,FRA-Ligue 1,2324
2480,Logan Costa,Toulouse,23,D(C),2650,84.1,,FRA-Ligue 1,2324
2481,Étienne Youté,Le Havre,22,D(C),1943,86.6,,FRA-Ligue 1,2324
2482,Yoram Zague,PSG,18,Defender,372,91.5,,FRA-Ligue 1,2324
2483,Warmed Omari,Rennes,24,D(C),2072,90.1,,FRA-Ligue 1,2324
2484,Nemanja Matic,Lyon,35,DMC,1259,86.4,,FRA-Ligue 1,2324
2485,Nicolas Pallois,Nantes,36,D(C),1586,81.4,,FRA-Ligue 1,2324
2486,Steve Mandanda,Rennes,39,GK,3060,69.6,,FRA-Ligue 1,2324
2487,Alexsandro Ribeiro,Lille,24,D(C),2217,89.7,,FRA-Ligue 1,2324
2488,Saïdou Sow,Strasbourg,21,D(C),718,85.2,,FRA-Ligue 1,2324
2489,Nampalys Mendy,Lens,32,M(C),1056,89.4,,FRA-Ligue 1,2324
2490,André Ayew,Le Havre,34,"M(CLR),FW",1105,75.6,,FRA-Ligue 1,2324
2491,Montassar Talbi,Lorient,26,D(C),2205,85.5,,FRA-Ligue 1,2324
2492,Stijn Spierings,Toulouse,28,M(C),1514,87.8,,FRA-Ligue 1,2324
2493,Niklas Schmidt,Toulouse,26,"M(C),FW",1273,84.1,,FRA-Ligue 1,2324
2494,Nicolás Tagliafico,Lyon,31,"D(CL),M(L)",2129,86.9,,FRA-Ligue 1,2324
2495,Mohamed Camara,Monaco,24,DMC,1044,92.2,,FRA-Ligue 1,2324
2496,Nordi Mukiele,PSG,26,"D(CR),M(R)",793,83.6,,FRA-Ligue 1,2324
2497,Alidu Seidu,Clermont Foot,24,D(CR),1135,85.6,,FRA-Ligue 1,2324
2498,Baptiste Santamaría,Rennes,29,DMC,1931,87.6,,FRA-Ligue 1,2324
2499,Becir Omeragic,Montpellier,22,"D(C),DMC",2313,85.4,,FRA-Ligue 1,2324
2500,Pau López,Marseille,29,GK,2939,75.6,,FRA-Ligue 1,2324
2501,Darlin Yongwa,Lorient,23,M(L),1153,72,,FRA-Ligue 1,2324
2502,Rubén Blanco,Marseille,28,GK,121,82.2,,FRA-Ligue 1,2324
2503,Corentin Tolisso,Lyon,29,"D(R),M(CR)",1752,85.8,,FRA-Ligue 1,2324
2504,Terem Moffi,Nice,25,"AM(R),FW",1961,73.1,,FRA-Ligue 1,2324
2505,Lucas Perrin,Strasbourg,25,D(C),2723,87.8,,FRA-Ligue 1,2324
2506,Christopher Jullien,Montpellier,31,D(C),1222,86.2,,FRA-Ligue 1,2324
2507,Angelo Fulgini,Lens,27,"AM(CLR),FW",1382,81,,FRA-Ligue 1,2324
2508,Siriné Doucouré,Lorient,22,FW,421,76.3,,FRA-Ligue 1,2324
2509,Youssouf Ndayishimiye,Nice,25,"D(C),DMC",1715,90,,FRA-Ligue 1,2324
2510,Orel Mangala,Lyon,26,M(C),397,85.6,,FRA-Ligue 1,2324
2511,Kamory Doumbia,Brest,21,AM(C),874,87.8,,FRA-Ligue 1,2324
2512,Abdoulaye Touré,Le Havre,30,DMC,2294,83.8,,FRA-Ligue 1,2324
2513,Isaak Touré,Lorient,21,D(C),2053,89.8,,FRA-Ligue 1,2324
2514,Aboubakar Nagida,Rennes,18,Defender,105,78.7,,FRA-Ligue 1,2324
2515,Yehvann Diouf,Reims,24,GK,3060,75.7,,FRA-Ligue 1,2324
2516,Silvan Hefti,Montpellier,26,"D(R),M(R)",713,74.1,,FRA-Ligue 1,2324
2517,Emran Soglo,Marseille,18,Midfielder,111,87.9,,FRA-Ligue 1,2324
2518,Théo Sainte-Luce,Montpellier,25,D(L),345,84.7,,FRA-Ligue 1,2324
2519,Philipp Köhn,Monaco,26,GK,1980,67.5,,FRA-Ligue 1,2324
2520,Eray Cömert,Nantes,26,D(C),1999,88.5,,FRA-Ligue 1,2324
2521,Formose Mendy,Lorient,23,D(C),1255,79.9,,FRA-Ligue 1,2324
2522,Geoffrey Kondogbia,Marseille,31,"D(C),DMC",1458,88,,FRA-Ligue 1,2324
2523,Douglas Augusto,Nantes,27,DMC,1783,87.9,,FRA-Ligue 1,2324
2524,Guela Doué,Rennes,21,D(R),1229,78.9,,FRA-Ligue 1,2324
2525,Julien Ponceau,Lorient,23,AM(C),2253,87.3,,FRA-Ligue 1,2324
2526,Papa Diallo,Metz,20,AM(L),890,67.4,,FRA-Ligue 1,2324
2527,Alban Lafont,Nantes,25,GK,2497,67.7,,FRA-Ligue 1,2324
2528,Hicham Boudaoui,Nice,24,M(CR),1613,86.5,,FRA-Ligue 1,2324
2529,Adrien Truffert,Rennes,22,"D(L),M(L)",2146,82.1,,FRA-Ligue 1,2324
2530,Pablo Rosario,Nice,27,"D(CR),DMC",2004,90,,FRA-Ligue 1,2324
2531,Hugo Magnetti,Brest,26,DMC,2355,89.1,,FRA-Ligue 1,2324
2532,Mohamed Bayo,Le Havre,26,FW,1394,66.4,,FRA-Ligue 1,2324
2533,Florent Mollet,Nantes,32,AM(CLR),2091,87.2,,FRA-Ligue 1,2324
2534,Iliman Ndiaye,Marseille,24,"AM(CLR),FW",1626,85.1,,FRA-Ligue 1,2324
2535,Grégoire Coudert,Brest,25,Goalkeeper,181,64.3,,FRA-Ligue 1,2324
2536,Deiver Machado,Lens,30,M(L),1128,81.9,,FRA-Ligue 1,2324
2537,Pablo Pagis,Lorient,21,Forward,167,78,,FRA-Ligue 1,2324
2538,Habib Diarra,Strasbourg,20,AM(CLR),2314,86.2,,FRA-Ligue 1,2324
2539,Kassoum Ouattara,Monaco,19,Defender,635,69.5,,FRA-Ligue 1,2324
2540,Cristian Cásseres,Toulouse,24,M(CR),1950,82.5,,FRA-Ligue 1,2324
2541,Jake O'Brien,Lyon,23,D(C),2370,88.3,,FRA-Ligue 1,2324
2542,Duje Caleta-Car,Lyon,27,D(C),1992,87.3,,FRA-Ligue 1,2324
2543,Akor Adams,Montpellier,24,FW,2264,66.4,,FRA-Ligue 1,2324
2544,Junior Mwanga,Strasbourg,21,DMC,1458,80.7,,FRA-Ligue 1,2324
2545,Yoann Salmier,Le Havre,31,D(CR),1570,80.6,,FRA-Ligue 1,2324
2546,Jean-Charles Castelletto,Nantes,29,D(CR),2466,86.8,,FRA-Ligue 1,2324
2547,Milan Skriniar,PSG,29,D(C),1625,95.4,,FRA-Ligue 1,2324
2548,Abakar Sylla,Strasbourg,21,D(C),1792,88.2,,FRA-Ligue 1,2324
2549,Ayman Kari,Lorient,19,AM(C),903,88,,FRA-Ligue 1,2324
2550,Sergio Akieme,Reims,26,"D(L),M(L)",819,82.6,,FRA-Ligue 1,2324
2551,Mohamed-Ali Cho,Nice,20,"AM(R),FW",866,82.5,,FRA-Ligue 1,2324
2552,Moussa Diarra,Toulouse,23,D(CL),1395,82.2,,FRA-Ligue 1,2324
2553,Ainsley Maitland-Niles,Lyon,26,"D(LR),M(CLR)",1433,84.4,,FRA-Ligue 1,2324
2554,Thomas Delaine,Strasbourg,32,"D(L),M(LR)",2052,77.1,,FRA-Ligue 1,2324
2555,Ibrahim Cissoko,Toulouse,21,AM(L),235,83,,FRA-Ligue 1,2324
2556,Lucas Mincarelli,Montpellier,20,D(L),984,75.5,,FRA-Ligue 1,2324
2557,Habib Keïta,Clermont Foot,22,DMC,1273,88,,FRA-Ligue 1,2324
2558,Christopher Wooh,Rennes,22,D(C),1388,85.8,,FRA-Ligue 1,2324
2559,Keito Nakamura,Reims,23,AM(L),1390,77.4,,FRA-Ligue 1,2324
2560,Ângelo,Strasbourg,19,AM(LR),1089,75.2,,FRA-Ligue 1,2324
2561,Mikkel Desler,Toulouse,29,"D(R),M(R)",1552,85.1,,FRA-Ligue 1,2324
2562,Soungoutou Magassa,Monaco,20,D(C),1344,87.4,,FRA-Ligue 1,2324
2563,Pape Gueye,Marseille,25,DMC,766,83,,FRA-Ligue 1,2324
2564,Folarin Balogun,Monaco,22,FW,1697,74.9,,FRA-Ligue 1,2324
2565,Guillaume Dietsch,Metz,23,GK,72,52.2,,FRA-Ligue 1,2324
2566,Ablie Jallow,Metz,25,AM(CR),923,82.5,,FRA-Ligue 1,2324
2567,Matthis Abline,Nantes,21,"AM(L),FW",1044,71.6,,FRA-Ligue 1,2324
2568,Azor Matusiwa,Rennes,26,DMC,795,87.6,,FRA-Ligue 1,2324
2569,Jim Allevinah,Clermont Foot,29,M(CLR),1880,83.8,,FRA-Ligue 1,2324
2570,Yusuf Yazici,Lille,27,"M(CLR),FW",1318,79.2,,FRA-Ligue 1,2324
2571,Eliesse Ben Seghir,Monaco,19,"AM(C),FW",424,84.8,,FRA-Ligue 1,2324
2572,Fali Candé,Metz,26,"D(CL),M(L)",1846,80.2,,FRA-Ligue 1,2324
2573,Andy Diouf,Lens,21,M(C),1321,84.3,,FRA-Ligue 1,2324
2574,Falaye Sacko,Montpellier,29,"D(CLR),M(R)",1380,79.3,,FRA-Ligue 1,2324
2575,Elye Wahi,Lens,21,"AM(L),FW",1704,75.4,,FRA-Ligue 1,2324
2576,Maxime Colin,Metz,32,"D(CLR),M(R)",1836,71,,FRA-Ligue 1,2324
2577,Emmanuel Sabbi,Le Havre,26,AM(L),1589,73.5,,FRA-Ligue 1,2324
2578,César Gelabert,Toulouse,23,AM(L),759,78.5,,FRA-Ligue 1,2324
2579,Breel Embolo,Monaco,27,"AM(CR),FW",182,82.2,,FRA-Ligue 1,2324
2580,Jeffinho,Lyon,24,AM(L),303,74.6,,FRA-Ligue 1,2324
2581,Josué Casimir,Le Havre,22,"M(LR),FW",2035,77.1,,FRA-Ligue 1,2324
2582,Julien Le Cardinal,Brest,26,Defender,468,85,,FRA-Ligue 1,2324
2583,Cheick Oumar Konaté,Clermont Foot,20,"D(C),M(R)",1069,70.6,,FRA-Ligue 1,2324
2584,Gerzino Nyamsi,Strasbourg,27,D(C),1093,88,,FRA-Ligue 1,2324
2585,Oussama Targhalline,Le Havre,22,DMC,1032,85.8,,FRA-Ligue 1,2324
2586,Ludovic Blas,Rennes,26,"M(CLR),FW",1568,85.5,,FRA-Ligue 1,2324
2587,Tiémoué Bakayoko,Lorient,29,DMC,1317,86.6,,FRA-Ligue 1,2324
2588,Jordan Lotomba,Nice,25,"D(LR),M(R)",1809,85.9,,FRA-Ligue 1,2324
2589,Emanuel Emegha,Strasbourg,21,FW,2090,73.3,,FRA-Ligue 1,2324
2590,Sadibou Sané,Metz,20,D(C),843,81.5,,FRA-Ligue 1,2324
2591,Marcus Coco,Nantes,28,"D(R),M(LR),FW",1489,77.4,,FRA-Ligue 1,2324
2592,Abdukodir Khusanov,Lens,20,D(C),811,87.6,,FRA-Ligue 1,2324
2593,Daler Kuzyaev,Le Havre,31,"D(R),M(CLR)",2099,80.5,,FRA-Ligue 1,2324
2594,Pedro Chirivella,Nantes,27,DMC,2603,86.9,,FRA-Ligue 1,2324
2595,Gaëtan Laborde,Nice,30,"AM(CLR),FW",1914,70.6,,FRA-Ligue 1,2324
2596,Mathias Pereira Lage,Brest,27,M(CLR),1182,76.7,,FRA-Ligue 1,2324
2597,Panos Katseris,Lorient,22,M(R),1048,74.3,,FRA-Ligue 1,2324
2598,Didier Lamkel Zé,Metz,27,"M(CL),FW",553,78.3,,FRA-Ligue 1,2324
2599,Senny Mayulu,PSG,18,Midfielder,323,87,,FRA-Ligue 1,2324
2600,Ulisses Garcia,Marseille,28,"D(L),DMC,M(L)",906,83.5,,FRA-Ligue 1,2324
2601,Quentin Merlin,Marseille,22,"D(L),M(L)",703,81.9,,FRA-Ligue 1,2324
2602,Josh Wilson-Esbrand,Reims,21,"D(L),M(L)",462,76.9,,FRA-Ligue 1,2324
2603,Koffi Kouao,Metz,26,D(R),863,79.8,,FRA-Ligue 1,2324
2604,Antoine Mendy,Nice,20,D(R),416,88.3,,FRA-Ligue 1,2324
2605,Jean Onana,Marseille,24,DMC,562,88.1,,FRA-Ligue 1,2324
2606,Badredine Bouanani,Lorient,19,AM(CR),438,83.4,,FRA-Ligue 1,2324
2607,Frank Magri,Toulouse,24,FW,1434,71.7,,FRA-Ligue 1,2324
2608,Wesley Saïd,Lens,29,"AM(CLR),FW",1015,75.2,,FRA-Ligue 1,2324
2609,Birger Meling,Rennes,29,"D(LR),DMC",16,100,,FRA-Ligue 1,2324
2610,Oumar Diakité,Reims,20,FW,1590,79.1,,FRA-Ligue 1,2324
2611,Adam Ounas,Lille,27,"AM(CLR),FW",408,76.9,,FRA-Ligue 1,2324
2612,Maxime Gonalons,Clermont Foot,35,"D(C),M(C)",1310,86.5,,FRA-Ligue 1,2324
2613,Amir Richardson,Reims,22,M(C),1352,83.5,,FRA-Ligue 1,2324
2614,Sinaly Diomandé,Lyon,23,D(CR),890,91.5,,FRA-Ligue 1,2324
2615,Azzedine Ounahi,Marseille,24,AM(CR),1215,90.6,,FRA-Ligue 1,2324
2616,Shamar Nicholson,Clermont Foot,27,FW,1487,71.1,,FRA-Ligue 1,2324
2617,Vincent Le Goff,Lorient,34,"D(CL),M(L)",545,79.9,,FRA-Ligue 1,2324
2618,Johan Gastien,Clermont Foot,36,DMC,2273,83.8,,FRA-Ligue 1,2324
2619,Guillaume Restes,Toulouse,19,GK,3060,71.7,,FRA-Ligue 1,2324
2620,Carlos Soler,PSG,27,M(CLR),1089,87.5,,FRA-Ligue 1,2324
2621,Loïc Négo,Le Havre,33,"D(R),M(CR)",1565,77.5,,FRA-Ligue 1,2324
2622,Dejan Lovren,Lyon,34,D(C),721,84.9,,FRA-Ligue 1,2324
2623,Jean-Kévin Duverne,Nantes,26,D(CLR),1350,81.7,,FRA-Ligue 1,2324
2624,Bamo Meïté,Marseille,22,D(C),631,91.9,,FRA-Ligue 1,2324
2625,Saïmon Bouabré,Monaco,18,Midfielder,45,88.2,,FRA-Ligue 1,2324
2626,Evann Guessand,Nice,22,"AM(R),FW",1544,76.6,,FRA-Ligue 1,2324
2627,Sofiane Diop,Nice,24,AM(CLR),501,85.2,,FRA-Ligue 1,2324
2628,Paul Akouokou,Lyon,26,DMC,310,85.4,,FRA-Ligue 1,2324
2629,Ibrahima Sissoko,Strasbourg,26,"D(C),DMC",1641,81.9,,FRA-Ligue 1,2324
2630,Kévin N'Doram,Metz,28,DMC,1605,79,,FRA-Ligue 1,2324
2631,Jérémy Le Douaron,Brest,26,"AM(L),FW",1622,71.6,,FRA-Ligue 1,2324
2632,Kévin Van Den Kerkhof,Metz,28,AM(R),1920,66.1,,FRA-Ligue 1,2324
2633,Enzo Tchato,Montpellier,21,D(R),1123,79.6,,FRA-Ligue 1,2324
2634,Florent Ogier,Clermont Foot,35,D(C),941,83,,FRA-Ligue 1,2324
2635,Ivan Cavaleiro,Lille,30,"AM(CLR),FW",777,79.1,,FRA-Ligue 1,2324
2636,Gabriel Gudmundsson,Lille,25,"D(L),M(LR)",1264,81.8,,FRA-Ligue 1,2324
2637,Cheikh Sabaly,Metz,25,AM(L),1388,80.6,,FRA-Ligue 1,2324
2638,Ibrahim Salah,Rennes,22,"AM(L),FW",510,81.6,,FRA-Ligue 1,2324
2639,Axel Gueguin,Montpellier,19,Forward,130,66.7,,FRA-Ligue 1,2324
2640,Tanguy Coulibaly,Montpellier,23,"M(CLR),FW",621,83.5,,FRA-Ligue 1,2324
2641,Nathaniel Adjei,Lorient,21,D(C),1243,86.6,,FRA-Ligue 1,2324
2642,Malick Fofana,Lyon,19,M(L),550,87.1,,FRA-Ligue 1,2324
2643,Alidu Seidu,Rennes,24,D(CR),595,87.7,,FRA-Ligue 1,2324
2644,Jonas Martin,Brest,34,M(CL),1194,87.8,,FRA-Ligue 1,2324
2645,Arthur Atta,Metz,21,M(C),922,76.2,,FRA-Ligue 1,2324
2646,Yassine Kechta,Le Havre,22,M(C),1857,82.4,,FRA-Ligue 1,2324
2647,Tino Kadewere,Nantes,28,"AM(LR),FW",782,74.6,,FRA-Ligue 1,2324
2648,Jordan Ferri,Montpellier,32,M(C),2042,84.2,,FRA-Ligue 1,2324
2649,Marquinhos,Nantes,21,M(R),150,74.6,,FRA-Ligue 1,2324
2650,Théo Le Bris,Lorient,21,M(L),1515,80.7,,FRA-Ligue 1,2324
2651,Lebo Mothiba,Strasbourg,28,FW,614,73.9,,FRA-Ligue 1,2324
2652,Zakaria Aboukhlal,Toulouse,24,AM(LR),758,73.1,,FRA-Ligue 1,2324
2653,Khalil Fayad,Montpellier,20,M(CL),1023,83.1,,FRA-Ligue 1,2324
2654,Reda Khadra,Reims,22,"AM(CLR),FW",1365,80.4,,FRA-Ligue 1,2324
2655,Luis Henrique,Marseille,22,M(LR),782,82.6,,FRA-Ligue 1,2324
2656,Aron Dønnum,Toulouse,26,M(CLR),1604,77.6,,FRA-Ligue 1,2324
2657,Jeanuël Belocian,Rennes,19,D(CL),1450,89.5,,FRA-Ligue 1,2324
2658,Benjamin Mendy,Lorient,29,"D(L),DMC,M(L)",710,78.1,,FRA-Ligue 1,2324
2659,Danley Jean Jacques,Metz,24,DMC,2687,78.8,,FRA-Ligue 1,2324
2660,Denis Genreau,Toulouse,25,AM(C),464,74,,FRA-Ligue 1,2324
2661,Tom Louchet,Nice,21,Midfielder,399,83.3,,FRA-Ligue 1,2324
2662,Simon Elisor,Metz,24,FW,766,71.9,,FRA-Ligue 1,2324
2663,Matz Sels,Strasbourg,32,GK,1710,70.1,,FRA-Ligue 1,2324
2664,Bamba Dieng,Lorient,24,"AM(L),FW",544,79.3,,FRA-Ligue 1,2324
2665,Mamadou Sakho,Montpellier,34,D(C),6,93.8,,FRA-Ligue 1,2324
2666,Christophe Hérelle,Metz,31,D(CR),1620,89.3,,FRA-Ligue 1,2324
2667,Sanjin Prcic,Strasbourg,30,M(C),88,95.7,,FRA-Ligue 1,2324
2668,Wahbi Khazri,Montpellier,33,"M(CLR),FW",1133,73.2,,FRA-Ligue 1,2324
2669,Warren Kamanzi,Toulouse,23,"D(R),M(R)",1183,85.3,,FRA-Ligue 1,2324
2670,Ronaël Pierre-Gabriel,Nantes,26,"D(CLR),M(R)",594,79.5,,FRA-Ligue 1,2324
2671,Maxime Busi,Reims,24,"D(R),M(R)",158,78.3,,FRA-Ligue 1,2324
2672,Henrique,Lyon,30,"D(L),M(L)",606,89.7,,FRA-Ligue 1,2324
2673,Nicolas Cozza,Nantes,25,"D(CL),M(L)",896,75,,FRA-Ligue 1,2324
2674,Elbasan Rashani,Clermont Foot,31,AM(CLR),1178,80,,FRA-Ligue 1,2324
2675,Alaa Bellaarouch,Strasbourg,22,GK,1350,66.7,,FRA-Ligue 1,2324
2676,Eli Kroupi,Lorient,18,FW,1078,80.3,,FRA-Ligue 1,2324
2677,Morgan Guilavogui,Lens,26,Forward,556,77.1,,FRA-Ligue 1,2324
2678,Óscar Estupiñán,Metz,27,FW,262,69,,FRA-Ligue 1,2324
2679,Julien Laporte,Lorient,30,D(C),1819,86.5,,FRA-Ligue 1,2324
2680,Gédéon Kalulu,Lorient,26,"D(R),M(R)",969,82.8,,FRA-Ligue 1,2324
2681,Chrislain Matsima,Clermont Foot,22,D(C),1179,86.9,,FRA-Ligue 1,2324
2682,Ismaël Doukouré,Strasbourg,20,"D(C),DMC",1660,85.8,,FRA-Ligue 1,2324
2683,Alan Virginius,Clermont Foot,21,"AM(R),FW",945,70.3,,FRA-Ligue 1,2324
2684,Alexis Claude-Maurice,Nice,26,AM(CL),496,85.3,,FRA-Ligue 1,2324
2685,Kevin Gameiro,Strasbourg,37,"AM(C),FW",1349,82.7,,FRA-Ligue 1,2324
2686,Andy Pelmard,Clermont Foot,24,D(CR),2988,85.4,,FRA-Ligue 1,2324
2687,Jeremy Sebas,Strasbourg,21,Forward,395,73.9,,FRA-Ligue 1,2324
2688,Saël Kumbedi,Lyon,19,"D(R),M(R)",917,81.9,,FRA-Ligue 1,2324
2689,Adrien Thomasson,Lens,30,M(CLR),1195,78.8,,FRA-Ligue 1,2324
2690,Yohann Magnin,Clermont Foot,27,M(C),1679,84.6,,FRA-Ligue 1,2324
2691,Thibault De Smet,Reims,26,"D(L),M(L)",1835,80.6,,FRA-Ligue 1,2324
2692,Bilal Boutobba,Clermont Foot,25,AM(R),921,76.3,,FRA-Ligue 1,2324
2693,Thomas Foket,Reims,29,"D(CLR),M(R)",1838,82.2,,FRA-Ligue 1,2324
2694,Jérémy Jacquet,Clermont Foot,18,Defender,249,73.5,,FRA-Ligue 1,2324
2695,Mama Baldé,Lyon,28,"D(R),M(CLR),FW",543,67.7,,FRA-Ligue 1,2324
2696,Ismaël Traoré,Metz,37,D(CR),2221,86.9,,FRA-Ligue 1,2324
2697,Maximiliano Caufriez,Clermont Foot,27,D(CR),1666,87.6,,FRA-Ligue 1,2324
2698,Farès Chaïbi,Toulouse,21,"AM(CL),FW",56,81.8,,FRA-Ligue 1,2324
2699,Shavy Babicka,Toulouse,24,FW,369,64.2,,FRA-Ligue 1,2324
2700,Joel Asoro,Metz,25,"AM(R),FW",850,71.4,,FRA-Ligue 1,2324
2701,Benjamin Stambouli,Reims,33,"D(CR),M(C)",286,72.7,,FRA-Ligue 1,2324
2702,Óscar Cortés,Lens,20,Forward,40,70.8,,FRA-Ligue 1,2324
2703,Chrislain Matsima,Monaco,22,D(C),297,93.4,,FRA-Ligue 1,2324
2704,Abdoul Kader Bamba,Nantes,30,AM(LR),598,84.7,,FRA-Ligue 1,2324
2705,Kévin Keben,Toulouse,20,D(R),524,80.6,,FRA-Ligue 1,2324
2706,Jhoanner Chávez,Lens,22,"D(L),M(L)",486,77.2,,FRA-Ligue 1,2324
2707,Antoine Joujou,Le Havre,21,AM(L),767,75,,FRA-Ligue 1,2324
2708,Valentin Atangana Edoa,Reims,18,M(C),554,89.2,,FRA-Ligue 1,2324
2709,Badredine Bouanani,Nice,19,AM(CR),156,82.3,,FRA-Ligue 1,2324
2710,Carlos Baleba,Lille,20,DMC,62,86.7,,FRA-Ligue 1,2324
2711,Amin Sarr,Lyon,23,"AM(L),FW",98,68.4,,FRA-Ligue 1,2324
2712,Moussa Sissoko,Nantes,34,M(CR),1823,81.7,,FRA-Ligue 1,2324
2713,Kelvin Amian,Nantes,26,"D(CLR),M(R)",802,78.1,,FRA-Ligue 1,2324
2714,Hákon Haraldsson,Lille,21,"AM(CL),FW",1290,83.4,,FRA-Ligue 1,2324
2715,Keylor Navas,PSG,37,GK,360,91.9,,FRA-Ligue 1,2324
2716,Bilal Nadir,Marseille,20,Midfielder,111,87,,FRA-Ligue 1,2324
2717,Fabian Rieder,Rennes,22,AM(C),356,83.5,,FRA-Ligue 1,2324
2718,Rabby Nzingoula,Strasbourg,18,Midfielder,131,67.5,,FRA-Ligue 1,2324
2719,Skelly Alvero,Lyon,22,M(C),428,83.2,,FRA-Ligue 1,2324
2720,Samuel Moutoussamy,Nantes,27,M(CL),1100,84.2,,FRA-Ligue 1,2324
2721,Julien Le Cardinal,Lens,26,Defender,57,83.3,,FRA-Ligue 1,2324
2722,Faris Moumbagna,Marseille,23,FW,546,72.3,,FRA-Ligue 1,2324
2723,Faitout Maouassa,Lens,25,"D(L),M(LR)",76,66.7,,FRA-Ligue 1,2324
2724,Jean-Victor Makengo,Lorient,26,M(CL),478,89.3,,FRA-Ligue 1,2324
2725,Eliot Matazo,Monaco,22,DMC,98,80.3,,FRA-Ligue 1,2324
2726,Reda Belahyane,Nice,20,Midfielder,26,86.7,,FRA-Ligue 1,2324
2727,Moïse Sahi,Strasbourg,22,Forward,625,80.1,,FRA-Ligue 1,2324
2728,Trévis Dago,Lille,19,Forward,21,50,,FRA-Ligue 1,2324
2729,Valentin Rosier,Nice,27,"D(LR),M(LR)",50,82.1,,FRA-Ligue 1,2324
2730,Elye Wahi,Montpellier,21,"AM(L),FW",13,100,,FRA-Ligue 1,2324
2731,Mehdi Zeffane,Clermont Foot,32,"D(LR),M(R)",1227,78.6,,FRA-Ligue 1,2324
2732,Aliou Balde,Nice,21,Forward,66,57.7,,FRA-Ligue 1,2324
2733,Jérémy Jacquet,Rennes,18,Defender,4,83.3,,FRA-Ligue 1,2324
2734,Massadio Haïdara,Lens,31,"D(CL),M(L)",737,86.3,,FRA-Ligue 1,2324
2735,Amadou Koné,Reims,19,Midfielder,477,80.6,,FRA-Ligue 1,2324
2736,Grejohn Kyei,Clermont Foot,28,FW,1018,75.8,,FRA-Ligue 1,2324
2737,Issa Soumaré,Le Havre,23,FW,236,55.2,,FRA-Ligue 1,2324
2738,Nathan Zézé,Nantes,19,D(C),1022,84.9,,FRA-Ligue 1,2324
2739,Mathieu Gorgelin,Le Havre,33,GK,90,63.2,,FRA-Ligue 1,2324
2740,Nolan Mbemba,Le Havre,29,Midfielder,17,87.5,,FRA-Ligue 1,2324
2741,Aiyegun Tosin,Lorient,26,"AM(C),FW",903,80.1,,FRA-Ligue 1,2324
2742,Adson,Nantes,23,AM(LR),234,89.7,,FRA-Ligue 1,2324
2743,Salis Abdul Samed,Lens,24,DMC,1516,89.2,,FRA-Ligue 1,2324
2744,Bénie Traoré,Nantes,21,Forward,499,73.6,,FRA-Ligue 1,2324
2745,Oualid El Hajjam,Le Havre,33,D(CR),388,76.9,,FRA-Ligue 1,2324
2746,Kelvin Yeboah,Montpellier,24,FW,264,77.3,,FRA-Ligue 1,2324
2747,Mamady Bangré,Toulouse,23,Midfielder,94,81.4,,FRA-Ligue 1,2324
2748,Naatan Skyttä,Toulouse,22,Midfielder,114,91.5,,FRA-Ligue 1,2324
2749,Bertug Yildirim,Rennes,21,FW,455,69.5,,FRA-Ligue 1,2324
2750,Bonke Innocent,Lorient,28,DMC,211,94.8,,FRA-Ligue 1,2324
2751,Ibou Sané,Metz,19,Forward,123,84.6,,FRA-Ligue 1,2324
2752,Alan Virginius,Lille,21,"AM(R),FW",71,87.5,,FRA-Ligue 1,2324
2753,Joaquín Correa,Marseille,29,"AM(CL),FW",432,79.1,,FRA-Ligue 1,2324
2754,François Mughe,Marseille,20,Forward,176,64.7,,FRA-Ligue 1,2324
2755,Mohamed El Arouch,Lyon,20,Midfielder,1,100,,FRA-Ligue 1,2324
2756,Aloïs Confais,Le Havre,27,"D(R),DMC",6,87.5,,FRA-Ligue 1,2324
2757,Vito Mannone,Lille,36,GK,91,70.3,,FRA-Ligue 1,2324
2758,Johann Lepenant,Lyon,21,DMC,252,90.1,,FRA-Ligue 1,2324
2759,Mamadou Coulibaly,Monaco,20,Midfielder,116,80.9,,FRA-Ligue 1,2324
2760,Yaya Fofana,Reims,20,Midfielder,28,60,,FRA-Ligue 1,2324
2761,Tino Kadewere,Lyon,28,"AM(LR),FW",290,81.1,,FRA-Ligue 1,2324
